Round,Home team,Home score,Away score,Away team,Home bonus,Away bonus
1,Auch,31,22,Colomiers Rugby,0,0
1,FC Grenoble Rugby,39,10,Lannemezan,1,0
1,LOU Rugby,17,13,Union Bordeaux-Bègles,0,1
1,Narbonne,28,12,Section Paloise,1,0
1,Stade Aurillacois,25,16,Oyonnax Rugby,0,0
1,Stade Montois Rugby,22,21,Stade Rochelais,0,1
1,Tarbes,22,15,Provence Rugby,0,0
1,US Dax,16,13,SU Agen,0,1
2,Stade Montois Rugby,9,12,FC Grenoble Rugby,1,0
2,Colomiers Rugby,19,13,US Dax,0,0
2,Oyonnax Rugby,28,12,Tarbes,1,0
2,Union Bordeaux-Bègles,23,21,Auch,0,1
2,SU Agen,26,21,Stade Rochelais,0,1
2,Stade Aurillacois,12,16,Section Paloise,1,0
2,Lannemezan,13,16,Narbonne,1,0
2,LOU Rugby,36,14,Provence Rugby,0,0
3,Auch,28,3,Lannemezan,1,0
3,FC Grenoble Rugby,22,12,Colomiers Rugby,0,0
3,Narbonne,33,12,Union Bordeaux-Bègles,1,0
3,Section Paloise,9,13,LOU Rugby,1,0
3,Tarbes,36,12,Stade Montois Rugby,1,0
3,Provence Rugby,16,22,Stade Rochelais,0,0
3,US Dax,27,6,Oyonnax Rugby,1,0
3,SU Agen,21,6,Stade Aurillacois,1,0
4,FC Grenoble Rugby,16,15,Section Paloise,0,1
4,Stade Rochelais,16,6,Tarbes,0,0
4,Oyonnax Rugby,13,6,Narbonne,0,0
4,Union Bordeaux-Bègles,22,9,Stade Aurillacois,0,0
4,Stade Montois Rugby,24,18,Provence Rugby,0,0
4,Colomiers Rugby,12,12,LOU Rugby,0,0
4,Lannemezan,11,23,US Dax,0,0
4,Auch,3,19,SU Agen,0,0
5,Stade Rochelais,22,6,Lannemezan,0,0
5,LOU Rugby,18,22,Oyonnax Rugby,1,0
5,Provence Rugby,24,19,Narbonne,0,1
5,Section Paloise,16,14,US Dax,0,1
5,Stade Aurillacois,22,12,Colomiers Rugby,0,0
5,Stade Montois Rugby,6,16,Auch,0,0
5,Tarbes,15,12,Union Bordeaux-Bègles,0,1
5,SU Agen,22,16,FC Grenoble Rugby,0,0
6,Auch,14,19,Tarbes,1,0
6,FC Grenoble Rugby,12,6,Stade Aurillacois,0,0
6,Narbonne,15,12,Stade Montois Rugby,0,1
6,Section Paloise,6,6,Stade Rochelais,0,0
6,Colomiers Rugby,13,13,Provence Rugby,0,0
6,US Dax,9,9,LOU Rugby,0,0
6,Union Bordeaux-Bègles,15,29,SU Agen,0,1
6,Lannemezan,24,35,Oyonnax Rugby,0,0
7,LOU Rugby,26,6,Auch,1,0
7,Provence Rugby,12,8,Lannemezan,0,1
7,Stade Aurillacois,23,6,US Dax,0,0
7,Stade Montois Rugby,16,12,Union Bordeaux-Bègles,0,1
7,Tarbes,22,23,Section Paloise,1,0
7,Oyonnax Rugby,12,10,SU Agen,0,1
7,Colomiers Rugby,19,13,Stade Rochelais,0,0
7,Narbonne,32,0,FC Grenoble Rugby,1,0
8,Oyonnax Rugby,31,15,Colomiers Rugby,0,0
8,Union Bordeaux-Bègles,21,10,Provence Rugby,0,0
8,SU Agen,20,14,Section Paloise,0,0
8,Stade Aurillacois,15,3,Narbonne,0,0
8,Tarbes,28,18,FC Grenoble Rugby,0,0
8,US Dax,22,14,Auch,0,0
8,Stade Rochelais,18,19,LOU Rugby,1,0
8,Lannemezan,16,18,Stade Montois Rugby,1,0
9,Auch,34,23,Stade Aurillacois,0,0
9,FC Grenoble Rugby,9,9,Stade Rochelais,0,0
9,LOU Rugby,43,14,Tarbes,1,0
9,Provence Rugby,3,16,Oyonnax Rugby,0,0
9,Section Paloise,17,11,Union Bordeaux-Bègles,0,0
9,SU Agen,37,8,Stade Montois Rugby,1,0
9,Colomiers Rugby,17,13,Lannemezan,0,1
9,US Dax,3,17,Narbonne,0,0
10,Stade Rochelais,29,10,US Dax,0,0
10,Auch,15,17,FC Grenoble Rugby,1,0
10,Oyonnax Rugby,16,9,Section Paloise,0,0
10,Stade Aurillacois,38,19,Provence Rugby,0,0
10,Stade Montois Rugby,15,15,LOU Rugby,0,0
10,Lannemezan,11,41,SU Agen,0,1
10,Narbonne,27,20,Tarbes,0,0
10,Union Bordeaux-Bègles,31,9,Colomiers Rugby,1,0
11,Stade Rochelais,20,6,Auch,1,0
11,Provence Rugby,13,15,FC Grenoble Rugby,1,0
11,Section Paloise,25,12,Lannemezan,1,0
11,LOU Rugby,20,8,Narbonne,0,0
11,Union Bordeaux-Bègles,17,10,Oyonnax Rugby,0,0
11,Stade Montois Rugby,16,5,US Dax,0,0
11,Tarbes,11,13,Stade Aurillacois,1,0
11,Colomiers Rugby,16,21,SU Agen,1,0
12,Auch,27,32,Narbonne,1,0
12,FC Grenoble Rugby,9,9,LOU Rugby,0,0
12,SU Agen,29,3,Provence Rugby,1,0
12,Stade Aurillacois,25,22,Stade Rochelais,0,1
12,US Dax,19,16,Tarbes,0,1
12,Lannemezan,9,16,Union Bordeaux-Bègles,0,0
12,Oyonnax Rugby,36,10,Stade Montois Rugby,1,0
12,Section Paloise,38,5,Colomiers Rugby,0,0
13,LOU Rugby,22,10,Stade Aurillacois,0,0
13,Stade Rochelais,27,13,Union Bordeaux-Bègles,1,0
13,Oyonnax Rugby,25,18,Auch,0,0
13,Provence Rugby,21,16,Section Paloise,0,1
13,Tarbes,12,13,Lannemezan,1,0
13,Colomiers Rugby,10,15,Stade Montois Rugby,1,0
13,US Dax,15,8,FC Grenoble Rugby,0,0
13,Narbonne,22,16,SU Agen,0,0
14,Auch,35,14,Provence Rugby,1,0
14,LOU Rugby,9,10,SU Agen,1,0
14,Narbonne,16,13,Stade Rochelais,0,1
14,Stade Montois Rugby,18,14,Section Paloise,0,1
14,Tarbes,28,21,Colomiers Rugby,0,0
14,Lannemezan,9,19,Stade Aurillacois,0,0
14,Union Bordeaux-Bègles,17,16,US Dax,0,1
14,FC Grenoble Rugby,21,13,Oyonnax Rugby,0,0
15,Section Paloise,3,3,Auch,0,0
15,Provence Rugby,6,15,US Dax,0,0
15,Union Bordeaux-Bègles,14,14,FC Grenoble Rugby,0,0
15,SU Agen,32,14,Tarbes,1,0
15,Colomiers Rugby,35,13,Narbonne,1,0
15,Stade Rochelais,21,26,Oyonnax Rugby,1,0
15,Stade Aurillacois,36,12,Stade Montois Rugby,1,0
15,Lannemezan,17,30,LOU Rugby,0,0
16,Stade Rochelais,25,20,Stade Montois Rugby,0,1
16,Oyonnax Rugby,13,10,Stade Aurillacois,0,1
16,Section Paloise,46,7,Narbonne,1,0
16,Lannemezan,10,43,FC Grenoble Rugby,0,1
16,Union Bordeaux-Bègles,27,9,LOU Rugby,1,0
16,Provence Rugby,19,21,Tarbes,1,0
16,Colomiers Rugby,6,9,Auch,1,0
16,SU Agen,23,6,US Dax,0,0
17,Auch,17,6,Union Bordeaux-Bègles,0,0
17,Provence Rugby,12,12,LOU Rugby,0,0
17,Narbonne,56,10,Lannemezan,1,0
17,Section Paloise,21,14,Stade Aurillacois,0,0
17,Tarbes,13,9,Oyonnax Rugby,0,1
17,US Dax,10,0,Colomiers Rugby,0,0
17,Stade Rochelais,20,10,SU Agen,0,0
17,FC Grenoble Rugby,14,9,Stade Montois Rugby,0,1
18,Stade Rochelais,37,3,Provence Rugby,1,0
18,Oyonnax Rugby,29,10,US Dax,0,0
18,Union Bordeaux-Bègles,21,12,Narbonne,0,0
18,Stade Montois Rugby,18,12,Tarbes,0,0
18,Colomiers Rugby,10,10,FC Grenoble Rugby,0,0
18,Stade Aurillacois,19,17,SU Agen,0,1
18,Lannemezan,10,17,Auch,0,0
18,LOU Rugby,22,22,Section Paloise,0,0
19,Provence Rugby,20,18,Stade Montois Rugby,0,1
19,Narbonne,6,13,Oyonnax Rugby,0,0
19,SU Agen,21,6,Auch,0,0
19,Stade Aurillacois,12,7,Union Bordeaux-Bègles,0,1
19,Tarbes,7,12,Stade Rochelais,1,0
19,US Dax,34,8,Lannemezan,1,0
19,Section Paloise,26,3,FC Grenoble Rugby,0,0
19,LOU Rugby,50,10,Colomiers Rugby,1,0
20,FC Grenoble Rugby,12,12,SU Agen,0,0
20,Auch,3,19,Stade Montois Rugby,0,0
20,Narbonne,43,10,Provence Rugby,0,0
20,Union Bordeaux-Bègles,16,9,Tarbes,0,0
20,Colomiers Rugby,13,9,Stade Aurillacois,0,1
20,US Dax,3,3,Section Paloise,0,0
20,Lannemezan,5,31,Stade Rochelais,0,0
20,Oyonnax Rugby,21,6,LOU Rugby,1,0
21,LOU Rugby,26,6,US Dax,0,0
21,Oyonnax Rugby,29,0,Lannemezan,1,0
21,Provence Rugby,12,25,Colomiers Rugby,0,0
21,SU Agen,21,16,Union Bordeaux-Bègles,0,1
21,Stade Aurillacois,24,21,FC Grenoble Rugby,0,1
21,Stade Montois Rugby,17,6,Narbonne,0,0
21,Tarbes,19,13,Auch,0,0
21,Stade Rochelais,32,0,Section Paloise,1,0
22,Stade Rochelais,11,6,Colomiers Rugby,0,1
22,Auch,18,25,LOU Rugby,0,0
22,FC Grenoble Rugby,27,14,Narbonne,0,0
22,Union Bordeaux-Bègles,24,21,Stade Montois Rugby,0,1
22,Section Paloise,16,15,Tarbes,0,1
22,US Dax,22,13,Stade Aurillacois,0,0
22,Lannemezan,32,28,Provence Rugby,0,1
22,SU Agen,23,11,Oyonnax Rugby,0,0
23,LOU Rugby,20,14,Stade Rochelais,0,0
23,Auch,15,21,US Dax,0,0
23,FC Grenoble Rugby,22,20,Tarbes,0,1
23,Provence Rugby,13,10,Union Bordeaux-Bègles,0,1
23,Narbonne,25,9,Stade Aurillacois,0,0
23,Stade Montois Rugby,46,6,Lannemezan,0,0
23,Section Paloise,16,16,SU Agen,0,0
23,Colomiers Rugby,12,13,Oyonnax Rugby,1,0
24,Lannemezan,24,22,Colomiers Rugby,0,1
24,Oyonnax Rugby,36,18,Provence Rugby,1,0
24,Narbonne,24,18,US Dax,0,0
24,Union Bordeaux-Bègles,31,13,Section Paloise,0,0
24,Stade Aurillacois,24,15,Auch,0,0
24,Tarbes,22,16,LOU Rugby,0,0
24,Stade Rochelais,25,21,FC Grenoble Rugby,0,1
24,Stade Montois Rugby,18,12,SU Agen,0,0
25,LOU Rugby,26,6,Stade Montois Rugby,1,0
25,FC Grenoble Rugby,19,0,Auch,0,0
25,Provence Rugby,18,23,Stade Aurillacois,1,0
25,SU Agen,43,3,Lannemezan,1,0
25,Tarbes,23,11,Narbonne,0,0
25,Colomiers Rugby,20,22,Union Bordeaux-Bègles,1,0
25,US Dax,13,17,Stade Rochelais,1,0
25,Section Paloise,17,6,Oyonnax Rugby,0,0
26,Auch,3,9,Stade Rochelais,0,0
26,FC Grenoble Rugby,28,5,Provence Rugby,1,0
26,Oyonnax Rugby,16,6,Union Bordeaux-Bègles,0,0
26,SU Agen,31,3,Colomiers Rugby,1,0
26,Stade Aurillacois,36,18,Tarbes,0,0
26,US Dax,19,15,Stade Montois Rugby,0,1
26,Lannemezan,15,21,Section Paloise,0,0
26,Narbonne,3,27,LOU Rugby,0,1
27,Provence Rugby,10,31,SU Agen,0,1
27,Stade Rochelais,21,22,Stade Aurillacois,1,0
27,Narbonne,20,19,Auch,0,1
27,Union Bordeaux-Bègles,46,17,Lannemezan,1,0
27,Tarbes,40,21,US Dax,1,0
27,Colomiers Rugby,12,29,Section Paloise,0,0
27,Stade Montois Rugby,31,26,Oyonnax Rugby,0,1
27,LOU Rugby,27,19,FC Grenoble Rugby,0,0
28,Lannemezan,16,39,Tarbes,0,1
28,Auch,36,20,Oyonnax Rugby,1,0
28,FC Grenoble Rugby,28,5,US Dax,1,0
28,Union Bordeaux-Bègles,14,28,Stade Rochelais,0,1
28,Section Paloise,45,10,Provence Rugby,1,0
28,Stade Aurillacois,18,25,LOU Rugby,0,1
28,Stade Montois Rugby,29,29,Colomiers Rugby,0,0
28,SU Agen,57,12,Narbonne,1,0
29,Stade Rochelais,36,21,Narbonne,0,0
29,Provence Rugby,23,14,Auch,0,0
29,Section Paloise,18,6,Stade Montois Rugby,0,0
29,Stade Aurillacois,45,3,Lannemezan,1,0
29,US Dax,8,9,Union Bordeaux-Bègles,1,0
29,SU Agen,34,11,LOU Rugby,1,0
29,Oyonnax Rugby,26,19,FC Grenoble Rugby,0,0
29,Colomiers Rugby,16,14,Tarbes,0,1
30,Auch,16,19,Section Paloise,1,0
30,FC Grenoble Rugby,33,3,Union Bordeaux-Bègles,1,0
30,LOU Rugby,44,13,Lannemezan,1,0
30,Oyonnax Rugby,6,9,Stade Rochelais,1,0
30,Narbonne,34,17,Colomiers Rugby,1,0
30,Stade Montois Rugby,42,15,Stade Aurillacois,1,0
30,Tarbes,29,27,SU Agen,0,1
30,US Dax,33,24,Provence Rugby,0,0
